"","term","log2ratio21","top1","top2"
"2288","respaldando",8.63635174787422,4,29
"2289","custodia",8.30433069167446,4,29
"2290","solá",8.16805811005149,4,29
"2291","especiales",-11.3721844702178,4,29
"2292","impediría",-10.3455554736762,4,29
"2293","feria",-10.2829343639209,4,29
"2294","subsecretaría",-9.62989652346975,4,29
"2295","agraven",-9.29332944129894,4,29
"2296","puertos",-9.28931250884779,4,29
"2297","recesión",-9.22658858127921,4,29
"2298","argentinadel",-9.09838318456421,4,29
"2299","registraronpersonas",-8.9679147765771,4,29
"2300","iniciar",-8.68525166637983,4,29
"2301","instantes",10.9753896750204,4,30
"2302","xinhua",10.2867242429212,4,30
"2303","propietario",10.0039408635352,4,30
"2304","permita",8.87859651032369,4,30
"2305","pantalones",8.7625151207102,4,30
"2306","pago",8.60189171922347,4,30
"2307","custodia",8.37650244561045,4,30
"2308","varón",8.3197949046402,4,30
"2309","aprobado",8.13104303038275,4,30
"2310","solá",7.80373119875315,4,30
"2311","epidemiológicos",-11.2759030534271,4,30
"2312","estará",-10.8397649213574,4,30
"2313","héroes",-10.7157454678563,4,30
"2314","navegando",-9.20574512803744,4,30
"2315","apellido",-8.75249376007346,4,30
"2316","planteada",-8.45860796420221,4,30
"2317","depesos",-8.23558321937051,4,30
"2318","voluntario",-7.99534094547993,4,30
"2319","salvataje",-7.91218939549084,4,30
"2320","chacomendozacórdobatierra",-7.80534682790415,4,30
"2321","instantes",10.7575044042736,4,31
"2322","pago",9.99816390257088,4,31
"2323","propietario",9.83066894064453,4,31
"2324","comparar",9.61708446555311,4,31
"2325","hidroxicloroquina",9.29290633412291,4,31
"2326","custodia",8.73616314683556,4,31
"2327","aprobado",8.61035548236523,4,31
"2328","respaldando",8.28117616270608,4,31
"2329","varón",8.17763859108613,4,31
"2330","condonarlas",8.06696676416573,4,31
"2331","cae",-8.80113124489562,4,31
"2332","jubilados",-8.63608063956961,4,31
"2333","anonimato",-8.54816964917538,4,31
"2334","descentralizó",-8.26140773559669,4,31
"2335","vivieron",-8.14461411767334,4,31
"2336","define",-7.97226123239556,4,31
"2337","eje",-7.69626629346239,4,31
"2338","evidenciado",-7.59563169153792,4,31
"2339","obligado",-7.49818503958553,4,31
"2340","mancomunada",-7.36841498676801,4,31
"2341","comparar",10.1760479331509,4,32
"2342","pago",10.1681629906346,4,32
"2343","xinhua",10.0181127506743,4,32
"2344","pantalones",8.88897037387119,4,32
"2345","hombres",8.84782869745394,4,32
"2346","propietario",8.72298095865605,4,32
"2347","respaldando",8.42137577480682,4,32
"2348","condonarlas",8.02233691863792,4,32
"2349","acompañaban",7.82994709913519,4,32
"2350","subyacentes",7.72542981731112,4,32
"2351","gastos",-10.6714405233436,4,32
"2352","destinen",-9.85183481622964,4,32
"2353","vinieron",-9.51620930693364,4,32
"2354","sucursales",-9.48048078082412,4,32
"2355","mientas",-8.68862647228164,4,32
"2356","texto",-7.98429042260594,4,32
"2357","grabado",-7.95075454763842,4,32
"2358","desmalezado",-7.79326929466823,4,32
"2359","recoger",-7.76635264307822,4,32
"2360","crivelli",-7.71070592272641,4,32
"2361","comerciante",11.5501789234658,5,6
"2362","desecamiento",11.3122374961194,5,6
"2363","sic",10.4516311501664,5,6
"2364","móviles",10.0380165118166,5,6
"2365","funcionarias",9.68359691577647,5,6
"2366","cui",9.23543449288924,5,6
"2367","agote",9.06286806128403,5,6
"2368","mayo",8.94311798357086,5,6
"2369","xinhua",8.79243434401717,5,6
"2370","tomándole",8.73061209804073,5,6
"2371","ghezzi",-10.4501133005442,5,6
"2372","nasal",-10.184515082435,5,6
"2373","alternativa",-9.4620215481456,5,6
"2374","daniele",-9.45824722064867,5,6
"2375","deyrespectivamente",-9.13461820148146,5,6
"2376","brutal",-9.05251836468983,5,6
"2377","chicago",-8.56687895352904,5,6
"2378","sensibilizar",-8.43268557401561,5,6
"2379","temporal",-8.23849988585457,5,6
"2380","tomé",-8.13134341225899,5,6
"2381","comerciante",11.8190636541554,5,7
"2382","móviles",10.2174768548715,5,7
"2383","sic",10.2106535212205,5,7
"2384","asegura",8.95284378386248,5,7
"2385","presentar",8.66149723759553,5,7
"2386","desarrolla",8.65072703417737,5,7
"2387","varón",8.64798123836822,5,7
"2388","suspende",8.63871924736432,5,7
"2389","consumoservicios",8.62028764479308,5,7
"2390","desecamiento",8.55854982802099,5,7
"2391","pase",-10.8213057998285,5,7
"2392","itálico",-10.719648066392,5,7
"2393","xenófobos",-10.486346799613,5,7
"2394","patagonia",-10.005767723889,5,7
"2395","telen",-9.72358504578634,5,7
"2396","sappa",-9.55141682320336,5,7
"2397","díasyde",-9.30317869420418,5,7
"2398","calabria",-9.2175844442817,5,7
"2399","desmintió",-8.78221460415289,5,7
"2400","síncrona",-8.54074261437433,5,7
"2401","comerciante",11.0866963116547,5,8
"2402","desecamiento",10.2593388065391,5,8
"2403","mayo",9.37484638219095,5,8
"2404","fronterizo",9.03410300919222,5,8
"2405","agote",8.68244255480619,5,8
"2406","cui",8.50047557096524,5,8
"2407","flagrantes",8.25260169701294,5,8
"2408","aconfallecidos",8.22489255076041,5,8
"2409","móviles",8.20520038861863,5,8
"2410","recomienda",8.16458115707425,5,8
"2411","duplica",-10.8232992891568,5,8
"2412","posee",-9.58588810217925,5,8
"2413","numerosos",-8.69491843305019,5,8
"2414","dictaren",-8.46020412885764,5,8
"2415","reincorporación",-7.70111904512154,5,8
"2416","correspondió",-7.50470168712305,5,8
"2417","cómplices",-7.44904452520917,5,8
"2418","metieron",-7.3868726084459,5,8
"2419","alimentar",-7.34092774768054,5,8
"2420","incumplió",-7.20812420246579,5,8
"2421","comerciante",11.8683646551799,5,9
"2422","desecamiento",11.3382281290247,5,9
"2423","móviles",10.1627595811643,5,9
"2424","sic",10.0733485931407,5,9
"2425","mayo",9.20166431034051,5,9
"2426","tomándole",8.93394560697568,5,9
"2427","asegura",8.90913985856256,5,9
"2428","aconfallecidos",8.75004617949319,5,9
"2429","recomienda",8.56678724241537,5,9
"2430","flagrantes",8.52344984637217,5,9
"2431","prescripciones",-11.9000738049866,5,9
"2432","rápida",-10.11287823357,5,9
"2433","coordinan",-9.37713387084098,5,9
"2434","distrito",-9.27287816587586,5,9
"2435","dado",-9.21557977716889,5,9
"2436","contemporáneos",-9.18113796035041,5,9
"2437","chequeando",-9.06245744623714,5,9
"2438","suplentes",-9.05593776577061,5,9
"2439","torneos",-8.99606077553438,5,9
"2440","amenazare",-8.75731221991695,5,9
"2441","comerciante",11.1884070690597,5,10
"2442","sic",10.2988575957457,5,10
"2443","asegura",10.1497585742351,5,10
"2444","móviles",9.12636474283954,5,10
"2445","agote",9.1186813074608,5,10
"2446","violare",9.02113432440927,5,10
"2447","consumoservicios",8.947922064665,5,10
"2448","flagrantes",8.81733746516971,5,10
"2449","desecamiento",8.7715208466299,5,10
"2450","pulmonar",8.73102457776108,5,10
"2451","poemas",-12.3315821933714,5,10
"2452","losmil",-11.8485788387929,5,10
"2453","deporte",-11.2101825340438,5,10
"2454","bola",-10.3044721918909,5,10
"2455","quepacientes",-9.28184459838065,5,10
"2456","pasaban",-9.22232742236754,5,10
"2457","pañuelos",-8.35992652552593,5,10
"2458","presentó",-8.23625511993129,5,10
"2459","experimentación",-7.51242266274356,5,10
"2460","coronaviruscovid",-7.45565881821754,5,10
"2461","comerciante",11.9212121051167,5,11
"2462","sic",10.6289552730405,5,11
"2463","asegura",9.97100165669655,5,11
"2464","cui",9.33876876544966,5,11
"2465","funcionarias",9.25576332033459,5,11
"2466","consumoservicios",9.23706879351856,5,11
"2467","suspende",9.04675738254128,5,11
"2468","fronterizo",8.99916790294859,5,11
"2469","desecamiento",8.81236083282517,5,11
"2470","tomándole",8.693034806313,5,11
"2471","maría",-11.2702027809694,5,11
"2472","usa",-9.70676735703165,5,11
"2473","quese",-9.41845069524843,5,11
"2474","aislarlos",-9.12158645673921,5,11
"2475","presentan",-8.70139902115882,5,11
"2476","comprobó",-8.57158061532952,5,11
"2477","verificar",-8.00053540935977,5,11
"2478","fuese",-7.97433081356688,5,11
"2479","unaspersonas",-7.92672139277513,5,11
"2480","contesta",-7.84728937103824,5,11
"2481","comerciante",12.1081920899317,5,12
"2482","desecamiento",11.8908045734921,5,12
"2483","funcionarias",9.94386123864609,5,12
"2484","sic",9.7401033973603,5,12
"2485","móviles",9.30631383627986,5,12
"2486","cui",9.24367462557608,5,12
"2487","consumoservicios",9.23047777569796,5,12
"2488","agote",9.02268645997287,5,12
"2489","encuentros",8.8888411237311,5,12
"2490","violare",8.64194444806518,5,12
"2491","ministra",-11.1085228608514,5,12
"2492","urbanos",-9.45536775371482,5,12
"2493","vera",-9.12680736515091,5,12
"2494","ceo",-8.93460487092726,5,12
"2495","afuera",-8.22016855381796,5,12
"2496","aislados",-7.85624955008299,5,12
"2497","etiología",-7.80920830669977,5,12
"2498","administrar",-7.49913168199823,5,12
"2499","usado",-7.41690630365121,5,12
"2500","encon",-7.40577798824611,5,12
"2501","comerciante",12.0625819006995,5,13
"2502","desecamiento",11.6894238579764,5,13
"2503","móviles",10.1154808653203,5,13
"2504","mayo",9.2427101640705,5,13
"2505","xinhua",9.00059780937631,5,13
"2506","varón",8.96776270619675,5,13
"2507","tomándole",8.95597322148027,5,13
"2508","aconfallecidos",8.90813809626693,5,13
"2509","violare",8.50441105437531,5,13
"2510","desarrolla",8.40753181621937,5,13
"2511","lasahoras",-12.0328565536873,5,13
"2512","impediría",-10.8353265885437,5,13
"2513","vieron",-9.88923344466942,5,13
"2514","contribuyendo",-9.71558144938021,5,13
"2515","secretaria",-9.41514526740788,5,13
"2516","barreras",-9.36507753518517,5,13
"2517","comunicadas",-8.61514571436704,5,13
"2518","clarin",-8.44642010558452,5,13
"2519","hospitalizaciones",-7.86790893949701,5,13
"2520","cuadra",-7.80840984729425,5,13
"2521","comerciante",11.9661580563886,5,14
"2522","desecamiento",10.8648082900915,5,14
"2523","asegura",10.4499786636353,5,14
"2524","fronterizo",9.36353673145582,5,14
"2525","sic",9.12914019727494,5,14
"2526","cui",9.00921661578106,5,14
"2527","agote",8.96808087893471,5,14
"2528","xinhua",8.84706082952132,5,14
"2529","varón",8.5561434311032,5,14
"2530","tomándole",8.41932325692572,5,14
"2531","pudieron",-11.9362338199819,5,14
"2532","constitución",-10.3372654303891,5,14
"2533","abrirá",-9.93956895448196,5,14
"2534","tuvieron",-9.77456164317456,5,14
"2535","obtenidas",-8.7689142799956,5,14
"2536","trabaja",-8.34064562440467,5,14
"2537","detenidas",-8.17744016096163,5,14
"2538","lowo",-7.76228063136437,5,14
"2539","llevaron",-7.53773140834211,5,14
"2540","denunciaba",-7.44565028919206,5,14
"2541","desecamiento",12.2686222897267,5,15
"2542","comerciante",11.2145111526897,5,15
"2543","sic",10.7371104690562,5,15
"2544","móviles",9.8710722787002,5,15
"2545","asegura",9.38931915429608,5,15
"2546","cui",9.33994254308788,5,15
"2547","tomándole",9.05413426080598,5,15
"2548","funcionarias",8.80915473380758,5,15
"2549","pulmonar",8.78077522473641,5,15
"2550","mayo",8.73228334238063,5,15
"2551","londres",-11.0535509276568,5,15
"2552","papel",-10.3744286491054,5,15
"2553","compete",-10.3492646553569,5,15
"2554","apoyará",-10.1190792379678,5,15
"2555","san",-9.06619388537347,5,15
"2556","pudieron",-8.84924042684085,5,15
"2557","campaña",-8.76466407254243,5,15
"2558","deyaños",-8.59607690954817,5,15
"2559","profesión",-8.45084347877619,5,15
"2560","trate",-8.07715396708161,5,15
"2561","comerciante",11.8103995648986,5,16
"2562","asegura",10.3827766169493,5,16
"2563","desecamiento",10.3804734274192,5,16
"2564","funcionarias",10.0433853129152,5,16
"2565","mayo",9.36463444288198,5,16
"2566","tomándole",9.30776830065695,5,16
"2567","sic",9.27210042181702,5,16
"2568","móviles",9.23884421020356,5,16
"2569","varón",9.06958325903732,5,16
"2570","fronterizo",8.99182530869832,5,16
"2571","muestras",-9.61219104707282,5,16
"2572","oriunda",-9.28454783273548,5,16
"2573","requiera",-9.27366948449571,5,16
"2574","trasladará",-9.22892188335192,5,16
"2575","unosy",-9.10047152306624,5,16
"2576","intensiva",-8.65532331184816,5,16
"2577","sueldos",-8.46714688515915,5,16
"2578","esclarecer",-8.43775018903439,5,16
"2579","google",-8.42079261361895,5,16
"2580","extendiendo",-8.14194727578304,5,16
"2581","desecamiento",12.1751690102416,5,17
"2582","comerciante",12.0196777929447,5,17
"2583","sic",10.5320188485603,5,17
"2584","funcionarias",9.96634473659005,5,17
"2585","móviles",9.82526405788427,5,17
"2586","fronterizo",9.35553108151131,5,17
"2587","suspende",8.89332359536964,5,17
"2588","mayo",8.88482310440361,5,17
"2589","aconfallecidos",8.87588990291874,5,17
"2590","xinhua",8.80557296120669,5,17
"2591","evitaría",-11.3178147984086,5,17
"2592","intensivas",-10.5170636532466,5,17
"2593","dicha",-9.20015957647225,5,17
"2594","capitales",-8.70644626212717,5,17
"2595","saá",-8.64351232316451,5,17
"2596","analizando",-7.96681672568121,5,17
"2597","imitar",-7.6228195940159,5,17
"2598","rápida",-7.61542735114048,5,17
"2599","llevarán",-7.52214686828077,5,17
"2600","suspensión",-7.52025330531192,5,17
"2601","comerciante",11.2732891493303,5,18
"2602","sic",10.4024024355921,5,18
"2603","tomándole",9.23234332736387,5,18
"2604","xinhua",9.13252842533164,5,18
"2605","varón",9.12193618723932,5,18
"2606","móviles",9.0542580933958,5,18
"2607","flagrantes",8.7445940353705,5,18
"2608","recomienda",8.61954748146173,5,18
"2609","presentar",8.50335041541578,5,18
"2610","cui",8.38828750803248,5,18
"2611","grafk",-11.7454079949564,5,18
"2612","bocina",-11.3013873981673,5,18
"2613","carrito",-10.6985271124314,5,18
"2614","chilena",-10.0549942550737,5,18
"2615","sustraído",-9.43925961825465,5,18
"2616","retórica",-9.39308173877928,5,18
"2617","retorno",-9.15980189135213,5,18
"2618","grabado",-9.11339127878699,5,18
"2619","pérez",-8.99090932806177,5,18
"2620","quejó",-8.8653773867464,5,18
"2621","comerciante",11.9374565216248,5,19
"2622","sic",10.3778667526315,5,19
"2623","asegura",10.0166169072359,5,19
"2624","funcionarias",9.91576666422915,5,19
"2625","violare",8.99861125256235,5,19
"2626","encuentros",8.99529395953314,5,19
"2627","mayo",8.7877441948099,5,19
"2628","desecamiento",8.72949337981919,5,19
"2629","agote",8.66666573759551,5,19
"2630","móviles",8.6032561641764,5,19
"2631","mujeres",-11.3445979941752,5,19
"2632","efector",-9.99213277490293,5,19
"2633","examinadoras",-9.09035118670769,5,19
"2634","tratando",-8.8257273024182,5,19
"2635","aglutinada",-8.50075952200856,5,19
"2636","sumó",-8.39125223030939,5,19
"2637","turno",-8.09338868378546,5,19
"2638","interrupción",-7.88405729738425,5,19
"2639","adopte",-7.75306023015863,5,19
"2640","liberen",-7.66934654767852,5,19
"2641","desecamiento",11.9099260171073,5,20
"2642","comerciante",11.0307563972265,5,20
"2643","funcionarias",9.67383022531061,5,20
"2644","cui",9.23125399376849,5,20
"2645","fronterizo",9.18281145923732,5,20
"2646","mayo",9.16808758466562,5,20
"2647","agote",8.97175405673785,5,20
"2648","flagrantes",8.6138349229108,5,20
"2649","sale",8.57758676014725,5,20
"2650","asegura",8.55029488497638,5,20
"2651","sudamérica",-11.3975089849582,5,20
"2652","desórdenes",-11.0902603065523,5,20
"2653","quepacientes",-9.4409044175262,5,20
"2654","esperaba",-8.83474979074443,5,20
"2655","suministrados",-8.75677361564655,5,20
"2656","rescatamos",-8.70210841165571,5,20
"2657","pretendido",-8.5168956151524,5,20
"2658","bases",-8.31516186346292,5,20
"2659","maneras",-7.90635750565338,5,20
"2660","villegas",-7.88979495453684,5,20
"2661","comerciante",12.0224786023435,5,21
"2662","sic",10.5292158217421,5,21
"2663","desecamiento",10.4324101744344,5,21
"2664","asegura",9.90560088395339,5,21
"2665","funcionarias",9.53353256065074,5,21
"2666","fronterizo",9.2263341731053,5,21
"2667","aconfallecidos",8.94350695085856,5,21
"2668","flagrantes",8.61911749565656,5,21
"2669","pulmonar",8.611156304648,5,21
"2670","consumoservicios",8.57243657364303,5,21
"2671","cuyos",-9.93615455268141,5,21
"2672","contemplaciones",-8.91372347372693,5,21
"2673","contagiarse",-8.85372809057076,5,21
"2674","fenómeno",-8.47527892146911,5,21
"2675","enviadas",-8.37166578693373,5,21
"2676","obligaban",-8.21148441410335,5,21
"2677","recoger",-8.15300731730291,5,21
"2678","infraestructura",-8.06070446672016,5,21
"2679","soberanía",-7.9609834023631,5,21
"2680","físicos",-7.87182176286873,5,21
"2681","desecamiento",11.2835720831279,5,22
"2682","asegura",10.0010500330565,5,22
"2683","sic",9.70514124937,5,22
"2684","funcionarias",9.45846486092804,5,22
"2685","móviles",9.3833317275633,5,22
"2686","suspende",9.07918779734996,5,22
"2687","xinhua",9.02562758264867,5,22
"2688","tomándole",8.7584641990932,5,22
"2689","pulmonar",8.74386897887698,5,22
"2690","agote",8.63798049224689,5,22
"2691","antecedentes",-11.7020156999594,5,22
"2692","recorte",-11.6648672566975,5,22
"2693","normativas",-10.8763361542757,5,22
"2694","sappa",-10.7717500760378,5,22
"2695","visitó",-10.5076252325667,5,22
"2696","concluimos",-10.3030678760831,5,22
"2697","ofuscados",-10.2261965985404,5,22
"2698","pasaban",-8.58952735425057,5,22
"2699","ellosescribió",-8.5223186299201,5,22
"2700","ingresan",-8.46355524667004,5,22
"2701","desecamiento",12.2064057592028,5,23
"2702","asegura",10.0690378243664,5,23
"2703","sic",9.91130836730266,5,23
"2704","móviles",9.58584684319267,5,23
"2705","funcionarias",9.53592012829228,5,23
"2706","tomándole",9.11696401642089,5,23
"2707","comerciante",8.82529030930853,5,23
"2708","aconfallecidos",8.7744116376066,5,23
"2709","flagrantes",8.72992901687466,5,23
"2710","agote",8.71401520769134,5,23
"2711","negroen",-11.6367853725816,5,23
"2712","mesas",-11.2266208392618,5,23
"2713","acompañar",-10.6537380522516,5,23
"2714","estamentos",-10.191762230843,5,23
"2715","chubut",-9.04206756951266,5,23
"2716","fenómeno",-8.81732921015303,5,23
"2717","custodia",-8.31680304608632,5,23
"2718","curiosamente",-8.19114362121539,5,23
"2719","parámetros",-8.15796905089978,5,23
"2720","determinó",-7.93528149284224,5,23
"2721","desecamiento",12.3897196149368,5,24
"2722","comerciante",11.7447115954697,5,24
"2723","sic",10.5173428099744,5,24
"2724","flagrantes",8.98847096293402,5,24
"2725","encuentros",8.95827268303382,5,24
"2726","violare",8.59537419922289,5,24
"2727","agote",8.29862580040236,5,24
"2728","pulmonar",8.25102065546107,5,24
"2729","temor",8.1346184380438,5,24
"2730","fronterizo",8.11970940555122,5,24
